GEOID,NAME,variable,estimate,moe,label
05,Arkansas,B01001_008,21126,1149,Estimate!!Total!!Male!!20 years
06,California,B01001_008,300126,3895,Estimate!!Total!!Male!!20 years
08,Colorado,B01001_008,36623,1512,Estimate!!Total!!Male!!20 years
09,Connecticut,B01001_008,26102,1030,Estimate!!Total!!Male!!20 years
10,Delaware,B01001_008,6774,689,Estimate!!Total!!Male!!20 years
11,District of Columbia,B01001_008,4857,481,Estimate!!Total!!Male!!20 years
12,Florida,B01001_008,135948,3281,Estimate!!Total!!Male!!20 years
13,Georgia,B01001_008,71184,1678,Estimate!!Total!!Male!!20 years
15,Hawaii,B01001_008,11525,1126,Estimate!!Total!!Male!!20 years
16,Idaho,B01001_008,9494,719,Estimate!!Total!!Male!!20 years
17,Illinois,B01001_008,96401,2100,Estimate!!Total!!Male!!20 years
18,Indiana,B01001_008,50764,1686,Estimate!!Total!!Male!!20 years
19,Iowa,B01001_008,24773,1096,Estimate!!Total!!Male!!20 years
20,Kansas,B01001_008,21668,1179,Estimate!!Total!!Male!!20 years
21,Kentucky,B01001_008,30575,1205,Estimate!!Total!!Male!!20 years
22,Louisiana,B01001_008,36055,1252,Estimate!!Total!!Male!!20 years
23,Maine,B01001_008,9498,620,Estimate!!Total!!Male!!20 years
24,Maryland,B01001_008,40919,1499,Estimate!!Total!!Male!!20 years
25,Massachusetts,B01001_008,50776,1698,Estimate!!Total!!Male!!20 years
26,Michigan,B01001_008,76491,1945,Estimate!!Total!!Male!!20 years
27,Minnesota,B01001_008,36741,1195,Estimate!!Total!!Male!!20 years
28,Mississippi,B01001_008,23445,948,Estimate!!Total!!Male!!20 years
29,Missouri,B01001_008,44739,1478,Estimate!!Total!!Male!!20 years
30,Montana,B01001_008,7500,600,Estimate!!Total!!Male!!20 years
31,Nebraska,B01001_008,13622,739,Estimate!!Total!!Male!!20 years
32,Nevada,B01001_008,18166,1003,Estimate!!Total!!Male!!20 years
33,New Hampshire,B01001_008,10722,836,Estimate!!Total!!Male!!20 years
34,New Jersey,B01001_008,58555,1595,Estimate!!Total!!Male!!20 years
35,New Mexico,B01001_008,16201,911,Estimate!!Total!!Male!!20 years
36,New York,B01001_008,154602,2903,Estimate!!Total!!Male!!20 years
37,North Carolina,B01001_008,71270,2147,Estimate!!Total!!Male!!20 years
38,North Dakota,B01001_008,6444,491,Estimate!!Total!!Male!!20 years
39,Ohio,B01001_008,82925,1949,Estimate!!Total!!Male!!20 years
40,Oklahoma,B01001_008,27851,1174,Estimate!!Total!!Male!!20 years
41,Oregon,B01001_008,25802,1222,Estimate!!Total!!Male!!20 years
42,Pennsylvania,B01001_008,96069,1984,Estimate!!Total!!Male!!20 years
44,Rhode Island,B01001_008,10328,750,Estimate!!Total!!Male!!20 years
45,South Carolina,B01001_008,37431,1486,Estimate!!Total!!Male!!20 years
46,South Dakota,B01001_008,6393,523,Estimate!!Total!!Male!!20 years
47,Tennessee,B01001_008,45249,1538,Estimate!!Total!!Male!!20 years
48,Texas,B01001_008,196463,3474,Estimate!!Total!!Male!!20 years
49,Utah,B01001_008,18236,949,Estimate!!Total!!Male!!20 years
50,Vermont,B01001_008,6837,472,Estimate!!Total!!Male!!20 years
51,Virginia,B01001_008,61487,1934,Estimate!!Total!!Male!!20 years
53,Washington,B01001_008,51001,1853,Estimate!!Total!!Male!!20 years
54,West Virginia,B01001_008,12941,726,Estimate!!Total!!Male!!20 years
55,Wisconsin,B01001_008,43816,1436,Estimate!!Total!!Male!!20 years
56,Wyoming,B01001_008,4423,453,Estimate!!Total!!Male!!20 years
72,Puerto Rico,B01001_008,31658,979,Estimate!!Total!!Male!!20 years
01,Alabama,B01001_009,34192,1217,Estimate!!Total!!Male!!21 years
02,Alaska,B01001_009,6392,522,Estimate!!Total!!Male!!21 years
04,Arizona,B01001_009,45513,1940,Estimate!!Total!!Male!!21 years
05,Arkansas,B01001_009,21070,934,Estimate!!Total!!Male!!21 years
06,California,B01001_009,289213,4349,Estimate!!Total!!Male!!21 years
08,Colorado,B01001_009,38882,1345,Estimate!!Total!!Male!!21 years
09,Connecticut,B01001_009,24418,1154,Estimate!!Total!!Male!!21 years
10,Delaware,B01001_009,6910,610,Estimate!!Total!!Male!!21 years
11,District of Columbia,B01001_009,4477,523,Estimate!!Total!!Male!!21 years
12,Florida,B01001_009,130943,2590,Estimate!!Total!!Male!!21 years
13,Georgia,B01001_009,67903,2109,Estimate!!Total!!Male!!21 years
15,Hawaii,B01001_009,11055,821,Estimate!!Total!!Male!!21 years
16,Idaho,B01001_009,10390,688,Estimate!!Total!!Male!!21 years
17,Illinois,B01001_009,92093,2194,Estimate!!Total!!Male!!21 years
18,Indiana,B01001_009,49982,1675,Estimate!!Total!!Male!!21 years
19,Iowa,B01001_009,22444,988,Estimate!!Total!!Male!!21 years
20,Kansas,B01001_009,21636,1057,Estimate!!Total!!Male!!21 years
21,Kentucky,B01001_009,32059,1064,Estimate!!Total!!Male!!21 years
22,Louisiana,B01001_009,34482,1464,Estimate!!Total!!Male!!21 years
23,Maine,B01001_009,8331,565,Estimate!!Total!!Male!!21 years
24,Maryland,B01001_009,39217,1317,Estimate!!Total!!Male!!21 years
25,Massachusetts,B01001_009,48868,1731,Estimate!!Total!!Male!!21 years
26,Michigan,B01001_009,71309,1975,Estimate!!Total!!Male!!21 years
27,Minnesota,B01001_009,36740,1343,Estimate!!Total!!Male!!21 years
28,Mississippi,B01001_009,24434,1227,Estimate!!Total!!Male!!21 years
29,Missouri,B01001_009,42824,1199,Estimate!!Total!!Male!!21 years
30,Montana,B01001_009,7487,674,Estimate!!Total!!Male!!21 years
31,Nebraska,B01001_009,13981,842,Estimate!!Total!!Male!!21 years
32,Nevada,B01001_009,18469,998,Estimate!!Total!!Male!!21 years
33,New Hampshire,B01001_009,8688,566,Estimate!!Total!!Male!!21 years
34,New Jersey,B01001_009,56284,1480,Estimate!!Total!!Male!!21 years
35,New Mexico,B01001_009,15430,881,Estimate!!Total!!Male!!21 years
36,New York,B01001_009,141941,2915,Estimate!!Total!!Male!!21 years
37,North Carolina,B01001_009,70482,1898,Estimate!!Total!!Male!!21 years
38,North Dakota,B01001_009,6460,575,Estimate!!Total!!Male!!21 years
39,Ohio,B01001_009,80087,1739,Estimate!!Total!!Male!!21 years
40,Oklahoma,B01001_009,28821,1251,Estimate!!Total!!Male!!21 years
41,Oregon,B01001_009,26544,1236,Estimate!!Total!!Male!!21 years
42,Pennsylvania,B01001_009,92362,2237,Estimate!!Total!!Male!!21 years
44,Rhode Island,B01001_009,8893,690,Estimate!!Total!!Male!!21 years
45,South Carolina,B01001_009,34912,1287,Estimate!!Total!!Male!!21 years
46,South Dakota,B01001_009,6277,575,Estimate!!Total!!Male!!21 years
47,Tennessee,B01001_009,43753,1294,Estimate!!Total!!Male!!21 years
48,Texas,B01001_009,189818,3415,Estimate!!Total!!Male!!21 years
49,Utah,B01001_009,22858,1032,Estimate!!Total!!Male!!21 years
50,Vermont,B01001_009,5107,489,Estimate!!Total!!Male!!21 years
51,Virginia,B01001_009,59460,1871,Estimate!!Total!!Male!!21 years
53,Washington,B01001_009,46350,1686,Estimate!!Total!!Male!!21 years
54,West Virginia,B01001_009,13831,843,Estimate!!Total!!Male!!21 years
55,Wisconsin,B01001_009,40663,1563,Estimate!!Total!!Male!!21 years
56,Wyoming,B01001_009,4012,419,Estimate!!Total!!Male!!21 years
72,Puerto Rico,B01001_009,29984,979,Estimate!!Total!!Male!!21 years
01,Alabama,B01001_010,93485,1822,Estimate!!Total!!Male!!22 to 24 years
02,Alaska,B01001_010,17403,710,Estimate!!Total!!Male!!22 to 24 years
04,Arizona,B01001_010,132930,2271,Estimate!!Total!!Male!!22 to 24 years
05,Arkansas,B01001_010,56684,1400,Estimate!!Total!!Male!!22 to 24 years
06,California,B01001_010,821685,5446,Estimate!!Total!!Male!!22 to 24 years
08,Colorado,B01001_010,104615,1681,Estimate!!Total!!Male!!22 to 24 years
09,Connecticut,B01001_010,63347,1310,Estimate!!Total!!Male!!22 to 24 years
10,Delaware,B01001_010,17246,784,Estimate!!Total!!Male!!22 to 24 years
11,District of Columbia,B01001_010,15998,789,Estimate!!Total!!Male!!22 to 24 years
12,Florida,B01001_010,352153,3739,Estimate!!Total!!Male!!22 to 24 years
13,Georgia,B01001_010,197821,2451,Estimate!!Total!!Male!!22 to 24 years
15,Hawaii,B01001_010,29573,1336,Estimate!!Total!!Male!!22 to 24 years
16,Idaho,B01001_010,35974,1039,Estimate!!Total!!Male!!22 to 24 years
17,Illinois,B01001_010,259276,2735,Estimate!!Total!!Male!!22 to 24 years
18,Indiana,B01001_010,126773,1946,Estimate!!Total!!Male!!22 to 24 years
19,Iowa,B01001_010,63001,1307,Estimate!!Total!!Male!!22 to 24 years
20,Kansas,B01001_010,62154,1477,Estimate!!Total!!Male!!22 to 24 years
21,Kentucky,B01001_010,84203,1550,Estimate!!Total!!Male!!22 to 24 years
22,Louisiana,B01001_010,97320,1752,Estimate!!Total!!Male!!22 to 24 years
23,Maine,B01001_010,22526,848,Estimate!!Total!!Male!!22 to 24 years
24,Maryland,B01001_010,114045,1667,Estimate!!Total!!Male!!22 to 24 years
25,Massachusetts,B01001_010,131019,2019,Estimate!!Total!!Male!!22 to 24 years
26,Michigan,B01001_010,188104,2388,Estimate!!Total!!Male!!22 to 24 years
27,Minnesota,B01001_010,109445,1728,Estimate!!Total!!Male!!22 to 24 years
28,Mississippi,B01001_010,59076,1379,Estimate!!Total!!Male!!22 to 24 years
29,Missouri,B01001_010,119712,1807,Estimate!!Total!!Male!!22 to 24 years
30,Montana,B01001_010,20509,868,Estimate!!Total!!Male!!22 to 24 years
31,Nebraska,B01001_010,39807,1019,Estimate!!Total!!Male!!22 to 24 years
32,Nevada,B01001_010,53182,1283,Estimate!!Total!!Male!!22 to 24 years
33,New Hampshire,B01001_010,23320,908,Estimate!!Total!!Male!!22 to 24 years
34,New Jersey,B01001_010,157212,1823,Estimate!!Total!!Male!!22 to 24 years
35,New Mexico,B01001_010,41916,1137,Estimate!!Total!!Male!!22 to 24 years
36,New York,B01001_010,392584,3388,Estimate!!Total!!Male!!22 to 24 years
37,North Carolina,B01001_010,186059,2402,Estimate!!Total!!Male!!22 to 24 years
38,North Dakota,B01001_010,19124,758,Estimate!!Total!!Male!!22 to 24 years
39,Ohio,B01001_010,216666,2241,Estimate!!Total!!Male!!22 to 24 years
40,Oklahoma,B01001_010,82627,1556,Estimate!!Total!!Male!!22 to 24 years
41,Oregon,B01001_010,75964,1569,Estimate!!Total!!Male!!22 to 24 years
42,Pennsylvania,B01001_010,239533,2556,Estimate!!Total!!Male!!22 to 24 years
44,Rhode Island,B01001_010,21179,873,Estimate!!Total!!Male!!22 to 24 years
45,South Carolina,B01001_010,90526,1601,Estimate!!Total!!Male!!22 to 24 years
46,South Dakota,B01001_010,17127,825,Estimate!!Total!!Male!!22 to 24 years
47,Tennessee,B01001_010,119615,1932,Estimate!!Total!!Male!!22 to 24 years
48,Texas,B01001_010,534134,4306,Estimate!!Total!!Male!!22 to 24 years
49,Utah,B01001_010,75316,1123,Estimate!!Total!!Male!!22 to 24 years
50,Vermont,B01001_010,10851,569,Estimate!!Total!!Male!!22 to 24 years
51,Virginia,B01001_010,168253,2688,Estimate!!Total!!Male!!22 to 24 years
53,Washington,B01001_010,138655,1985,Estimate!!Total!!Male!!22 to 24 years
54,West Virginia,B01001_010,33346,957,Estimate!!Total!!Male!!22 to 24 years
55,Wisconsin,B01001_010,115392,1970,Estimate!!Total!!Male!!22 to 24 years
56,Wyoming,B01001_010,12793,609,Estimate!!Total!!Male!!22 to 24 years
72,Puerto Rico,B01001_010,73237,1209,Estimate!!Total!!Male!!22 to 24 years
01,Alabama,B01001_011,151445,710,Estimate!!Total!!Male!!25 to 29 years
02,Alaska,B01001_011,26540,375,Estimate!!Total!!Male!!25 to 29 years
04,Arizona,B01001_011,228446,533,Estimate!!Total!!Male!!25 to 29 years
05,Arkansas,B01001_011,95926,654,Estimate!!Total!!Male!!25 to 29 years
06,California,B01001_011,1390894,809,Estimate!!Total!!Male!!25 to 29 years
08,Colorado,B01001_011,182586,585,Estimate!!Total!!Male!!25 to 29 years
09,Connecticut,B01001_011,103014,231,Estimate!!Total!!Male!!25 to 29 years
10,Delaware,B01001_011,28461,88,Estimate!!Total!!Male!!25 to 29 years
11,District of Columbia,B01001_011,29015,89,Estimate!!Total!!Male!!25 to 29 years
12,Florida,B01001_011,583193,914,Estimate!!Total!!Male!!25 to 29 years
13,Georgia,B01001_011,328444,1291,Estimate!!Total!!Male!!25 to 29 years
15,Hawaii,B01001_011,49562,125,Estimate!!Total!!Male!!25 to 29 years
16,Idaho,B01001_011,53177,434,Estimate!!Total!!Male!!25 to 29 years
17,Illinois,B01001_011,453217,656,Estimate!!Total!!Male!!25 to 29 years
18,Indiana,B01001_011,211520,658,Estimate!!Total!!Male!!25 to 29 years
19,Iowa,B01001_011,97136,378,Estimate!!Total!!Male!!25 to 29 years
20,Kansas,B01001_011,95411,663,Estimate!!Total!!Male!!25 to 29 years
21,Kentucky,B01001_011,142160,677,Estimate!!Total!!Male!!25 to 29 years
22,Louisiana,B01001_011,158466,746,Estimate!!Total!!Male!!25 to 29 years
23,Maine,B01001_011,35752,258,Estimate!!Total!!Male!!25 to 29 years
24,Maryland,B01001_011,188606,502,Estimate!!Total!!Male!!25 to 29 years
25,Massachusetts,B01001_011,211262,336,Estimate!!Total!!Male!!25 to 29 years
26,Michigan,B01001_011,301279,471,Estimate!!Total!!Male!!25 to 29 years
27,Minnesota,B01001_011,183789,478,Estimate!!Total!!Male!!25 to 29 years
28,Mississippi,B01001_011,96628,820,Estimate!!Total!!Male!!25 to 29 years
29,Missouri,B01001_011,196219,624,Estimate!!Total!!Male!!25 to 29 years
30,Montana,B01001_011,31284,414,Estimate!!Total!!Male!!25 to 29 years
31,Nebraska,B01001_011,62046,414,Estimate!!Total!!Male!!25 to 29 years
32,Nevada,B01001_011,99828,260,Estimate!!Total!!Male!!25 to 29 years
33,New Hampshire,B01001_011,35691,275,Estimate!!Total!!Male!!25 to 29 years
34,New Jersey,B01001_011,274454,231,Estimate!!Total!!Male!!25 to 29 years
35,New Mexico,B01001_011,69257,577,Estimate!!Total!!Male!!25 to 29 years
36,New York,B01001_011,668369,712,Estimate!!Total!!Male!!25 to 29 years
37,North Carolina,B01001_011,297273,893,Estimate!!Total!!Male!!25 to 29 years
38,North Dakota,B01001_011,23992,389,Estimate!!Total!!Male!!25 to 29 years
39,Ohio,B01001_011,365035,725,Estimate!!Total!!Male!!25 to 29 years
40,Oklahoma,B01001_011,129340,647,Estimate!!Total!!Male!!25 to 29 years
41,Oregon,B01001_011,130230,502,Estimate!!Total!!Male!!25 to 29 years
42,Pennsylvania,B01001_011,386216,710,Estimate!!Total!!Male!!25 to 29 years
44,Rhode Island,B01001_011,33209,285,Estimate!!Total!!Male!!25 to 29 years
45,South Carolina,B01001_011,148836,723,Estimate!!Total!!Male!!25 to 29 years
46,South Dakota,B01001_011,27452,425,Estimate!!Total!!Male!!25 to 29 years
47,Tennessee,B01001_011,207037,797,Estimate!!Total!!Male!!25 to 29 years
48,Texas,B01001_011,904214,1639,Estimate!!Total!!Male!!25 to 29 years
49,Utah,B01001_011,115182,407,Estimate!!Total!!Male!!25 to 29 years
50,Vermont,B01001_011,17093,156,Estimate!!Total!!Male!!25 to 29 years
51,Virginia,B01001_011,269631,1069,Estimate!!Total!!Male!!25 to 29 years
53,Washington,B01001_011,235608,554,Estimate!!Total!!Male!!25 to 29 years
54,West Virginia,B01001_011,54751,436,Estimate!!Total!!Male!!25 to 29 years
55,Wisconsin,B01001_011,183744,583,Estimate!!Total!!Male!!25 to 29 years
56,Wyoming,B01001_011,19965,383,Estimate!!Total!!Male!!25 to 29 years
72,Puerto Rico,B01001_011,124728,NA,Estimate!!Total!!Male!!25 to 29 years
01,Alabama,B01001_012,142261,707,Estimate!!Total!!Male!!30 to 34 years
02,Alaska,B01001_012,22836,342,Estimate!!Total!!Male!!30 to 34 years
04,Arizona,B01001_012,208095,470,Estimate!!Total!!Male!!30 to 34 years
05,Arkansas,B01001_012,88728,583,Estimate!!Total!!Male!!30 to 34 years
06,California,B01001_012,1280511,696,Estimate!!Total!!Male!!30 to 34 years
08,Colorado,B01001_012,176796,595,Estimate!!Total!!Male!!30 to 34 years
09,Connecticut,B01001_012,101293,271,Estimate!!Total!!Male!!30 to 34 years
10,Delaware,B01001_012,25445,101,Estimate!!Total!!Male!!30 to 34 years
11,District of Columbia,B01001_012,24796,107,Estimate!!Total!!Male!!30 to 34 years
12,Florida,B01001_012,545356,1188,Estimate!!Total!!Male!!30 to 34 years
13,Georgia,B01001_012,321315,1070,Estimate!!Total!!Male!!30 to 34 years
15,Hawaii,B01001_012,43234,134,Estimate!!Total!!Male!!30 to 34 years
16,Idaho,B01001_012,49580,349,Estimate!!Total!!Male!!30 to 34 years
17,Illinois,B01001_012,428916,596,Estimate!!Total!!Male!!30 to 34 years
18,Indiana,B01001_012,202342,604,Estimate!!Total!!Male!!30 to 34 years
19,Iowa,B01001_012,91276,443,Estimate!!Total!!Male!!30 to 34 years
20,Kansas,B01001_012,88144,538,Estimate!!Total!!Male!!30 to 34 years
21,Kentucky,B01001_012,138012,597,Estimate!!Total!!Male!!30 to 34 years
22,Louisiana,B01001_012,136441,864,Estimate!!Total!!Male!!30 to 34 years
23,Maine,B01001_012,35730,293,Estimate!!Total!!Male!!30 to 34 years
24,Maryland,B01001_012,172958,475,Estimate!!Total!!Male!!30 to 34 years
25,Massachusetts,B01001_012,196385,509,Estimate!!Total!!Male!!30 to 34 years
26,Michigan,B01001_012,290038,624,Estimate!!Total!!Male!!30 to 34 years
27,Minnesota,B01001_012,168243,493,Estimate!!Total!!Male!!30 to 34 years
28,Mississippi,B01001_012,88918,829,Estimate!!Total!!Male!!30 to 34 years
29,Missouri,B01001_012,179626,547,Estimate!!Total!!Male!!30 to 34 years
30,Montana,B01001_012,28408,381,Estimate!!Total!!Male!!30 to 34 years
31,Nebraska,B01001_012,57395,325,Estimate!!Total!!Male!!30 to 34 years
32,Nevada,B01001_012,94736,256,Estimate!!Total!!Male!!30 to 34 years
33,New Hampshire,B01001_012,36216,270,Estimate!!Total!!Male!!30 to 34 years
34,New Jersey,B01001_012,273658,261,Estimate!!Total!!Male!!30 to 34 years
35,New Mexico,B01001_012,60250,540,Estimate!!Total!!Male!!30 to 34 years
36,New York,B01001_012,613340,593,Estimate!!Total!!Male!!30 to 34 years
37,North Carolina,B01001_012,303974,934,Estimate!!Total!!Male!!30 to 34 years
38,North Dakota,B01001_012,20240,215,Estimate!!Total!!Male!!30 to 34 years
39,Ohio,B01001_012,338653,751,Estimate!!Total!!Male!!30 to 34 years
40,Oklahoma,B01001_012,117079,736,Estimate!!Total!!Male!!30 to 34 years
41,Oregon,B01001_012,127647,451,Estimate!!Total!!Male!!30 to 34 years
42,Pennsylvania,B01001_012,356067,508,Estimate!!Total!!Male!!30 to 34 years
44,Rhode Island,B01001_012,30213,258,Estimate!!Total!!Male!!30 to 34 years
45,South Carolina,B01001_012,139075,619,Estimate!!Total!!Male!!30 to 34 years
46,South Dakota,B01001_012,23649,330,Estimate!!Total!!Male!!30 to 34 years
47,Tennessee,B01001_012,198765,864,Estimate!!Total!!Male!!30 to 34 years
48,Texas,B01001_012,851445,1545,Estimate!!Total!!Male!!30 to 34 years
49,Utah,B01001_012,102878,326,Estimate!!Total!!Male!!30 to 34 years
50,Vermont,B01001_012,16752,175,Estimate!!Total!!Male!!30 to 34 years
51,Virginia,B01001_012,254437,997,Estimate!!Total!!Male!!30 to 34 years
53,Washington,B01001_012,219353,466,Estimate!!Total!!Male!!30 to 34 years
54,West Virginia,B01001_012,55497,451,Estimate!!Total!!Male!!30 to 34 years
55,Wisconsin,B01001_012,172992,475,Estimate!!Total!!Male!!30 to 34 years
56,Wyoming,B01001_012,17067,427,Estimate!!Total!!Male!!30 to 34 years
72,Puerto Rico,B01001_012,118641,NA,Estimate!!Total!!Male!!30 to 34 years
01,Alabama,B01001_013,151232,2331,Estimate!!Total!!Male!!35 to 39 years
02,Alaska,B01001_013,23268,829,Estimate!!Total!!Male!!35 to 39 years
04,Arizona,B01001_013,212938,2427,Estimate!!Total!!Male!!35 to 39 years
05,Arkansas,B01001_013,90836,1644,Estimate!!Total!!Male!!35 to 39 years
06,California,B01001_013,1327600,5548,Estimate!!Total!!Male!!35 to 39 years
08,Colorado,B01001_013,181354,2189,Estimate!!Total!!Male!!35 to 39 years
09,Connecticut,B01001_013,115899,1944,Estimate!!Total!!Male!!35 to 39 years
10,Delaware,B01001_013,28601,805,Estimate!!Total!!Male!!35 to 39 years
11,District of Columbia,B01001_013,21428,835,Estimate!!Total!!Male!!35 to 39 years
12,Florida,B01001_013,594879,4730,Estimate!!Total!!Male!!35 to 39 years
13,Georgia,B01001_013,345818,3168,Estimate!!Total!!Male!!35 to 39 years
15,Hawaii,B01001_013,44964,1302,Estimate!!Total!!Male!!35 to 39 years
16,Idaho,B01001_013,48572,1156,Estimate!!Total!!Male!!35 to 39 years
17,Illinois,B01001_013,436266,3596,Estimate!!Total!!Male!!35 to 39 years
18,Indiana,B01001_013,213862,2248,Estimate!!Total!!Male!!35 to 39 years
19,Iowa,B01001_013,91095,1418,Estimate!!Total!!Male!!35 to 39 years
20,Kansas,B01001_013,88398,1412,Estimate!!Total!!Male!!35 to 39 years
21,Kentucky,B01001_013,144841,1948,Estimate!!Total!!Male!!35 to 39 years
22,Louisiana,B01001_013,139640,1742,Estimate!!Total!!Male!!35 to 39 years
23,Maine,B01001_013,42120,936,Estimate!!Total!!Male!!35 to 39 years
24,Maryland,B01001_013,191256,2245,Estimate!!Total!!Male!!35 to 39 years
25,Massachusetts,B01001_013,212549,2276,Estimate!!Total!!Male!!35 to 39 years
26,Michigan,B01001_013,323816,2620,Estimate!!Total!!Male!!35 to 39 years
27,Minnesota,B01001_013,173369,1950,Estimate!!Total!!Male!!35 to 39 years
28,Mississippi,B01001_013,90929,1751,Estimate!!Total!!Male!!35 to 39 years
29,Missouri,B01001_013,187886,2138,Estimate!!Total!!Male!!35 to 39 years
30,Montana,B01001_013,28090,833,Estimate!!Total!!Male!!35 to 39 years
31,Nebraska,B01001_013,55471,1072,Estimate!!Total!!Male!!35 to 39 years
32,Nevada,B01001_013,101328,1683,Estimate!!Total!!Male!!35 to 39 years
33,New Hampshire,B01001_013,43392,994,Estimate!!Total!!Male!!35 to 39 years
34,New Jersey,B01001_013,306853,2506,Estimate!!Total!!Male!!35 to 39 years
35,New Mexico,B01001_013,61511,1166,Estimate!!Total!!Male!!35 to 39 years
36,New York,B01001_013,641462,4767,Estimate!!Total!!Male!!35 to 39 years
